DB00005	Etanercept	Prostaglandin G/H synthase 2	Human	P35354	inhibitor
DB05990	Obeticholic acid	Cytochrome P450 1A2	Human	P05177	inhibitor
DB06016	Cariprazine	Cytochrome P450 3A4	Human	P08684	substrate
DB06016	Cariprazine	Cytochrome P450 2D6	Human	P10635	substrate
DB06144	Sertindole	Cytochrome P450 2D6	Human	P10635	substrate
DB06144	Sertindole	Cytochrome P450 3A4	Human	P08684	substrate
DB06145	Spiramycin	Cytochrome P450 3A4	Human	P08684	substrate
DB06147	Sulfathiazole	Cytochrome P450 19A1	Human	P11511	inducer
DB06148	Mianserin	Cytochrome P450 2D6	None	None	None
DB06148	Mianserin	Cytochrome P450 1A2	None	None	None
DB06148	Mianserin	Cytochrome P450 3A4	None	None	None
DB06148	Mianserin	Cytochrome P450 2B6	None	None	None
DB06148	Mianserin	Cytochrome P450 2D6	None	None	None
DB06148	Mianserin	Cytochrome P450 3A4	None	None	None
DB06148	Mianserin	Cytochrome P450 3A4	None	None	None
DB06148	Mianserin	Cytochrome P450 2D6	None	None	None
DB06148	Mianserin	Cytochrome P450 2B6	None	None	None
DB06148	Mianserin	Cytochrome P450 3A4	None	None	None
DB06148	Mianserin	Cytochrome P450 2B6	None	None	None
DB06148	Mianserin	Cytochrome P450 3A4	None	None	None
DB06148	Mianserin	Cytochrome P450 2C19	None	None	None
DB06148	Mianserin	Cytochrome P450 1A2	None	None	None
DB06148	Mianserin	Cytochrome P450 3A4	None	None	None
DB06148	Mianserin	Cytochrome P450 1A2	None	None	None
DB06148	Mianserin	Cytochrome P450 2D6	Human	P10635	substrate
DB06148	Mianserin	Cytochrome P450 3A4	Human	P08684	substrate
DB06148	Mianserin	Cytochrome P450 1A2	Human	P05177	substrate
DB06148	Mianserin	Cytochrome P450 2B6	Human	P20813	substrate
DB06150	Sulfadimethoxine	Cytochrome P450 2C9	Human	P11712	inhibitor
DB06152	Nylidrin	Catechol O-methyltransferase	Human	P21964	inducer
DB06153	Pizotifen	UDP-glucuronosyltransferase 2B10	None	None	None
DB06153	Pizotifen	UDP-glucuronosyltransferase 2B10	Human	P36537	substrate
DB06154	Pentaerythritol Tetranitrate	Pentaerythritol tetranitrate reductase	None	None	None
DB06154	Pentaerythritol Tetranitrate	Pentaerythritol tetranitrate reductase	None	None	None
DB06154	Pentaerythritol Tetranitrate	Pentaerythritol tetranitrate reductase	None	None	None
DB06154	Pentaerythritol Tetranitrate	Pentaerythritol tetranitrate reductase	None	None	None
DB06154	Pentaerythritol Tetranitrate	Guanylate cyclase soluble subunit alpha-2	Human	P33402	inducer
DB06154	Pentaerythritol Tetranitrate	Nitric oxide synthase, endothelial	Human	P29474	inducer
DB06154	Pentaerythritol Tetranitrate	Aldehyde dehydrogenase, mitochondrial	Human	P05091	substrate
DB06155	Rimonabant	Cytochrome P450 3A4	Human	P08684	substrate
DB06176	Romidepsin	Cytochrome P450 3A4	Human	P08684	substrate
DB06176	Romidepsin	Cytochrome P450 3A5	Human	P20815	substrate
DB06176	Romidepsin	Cytochrome P450 1A1	Human	P04798	substrate
DB06176	Romidepsin	Cytochrome P450 2B6	Human	P20813	substrate
DB06176	Romidepsin	Cytochrome P450 2C19	Human	P33261	substrate
DB06201	Rufinamide	Liver carboxylesterase 1	Human	P23141	substrate
DB06201	Rufinamide	Cytochrome P450 2E1	Human	P05181	inhibitor
DB06201	Rufinamide	Cytochrome P450 3A4	Human	P08684	inducer
DB06202	Lasofoxifene	Cytochrome P450 3A5	None	None	None
DB06202	Lasofoxifene	Cytochrome P450 2D6	None	None	None
DB06202	Lasofoxifene	Cytochrome P450 3A4	None	None	None
DB06202	Lasofoxifene	Cytochrome P450 3A5	None	None	None
DB06203	Alogliptin	Cytochrome P450 3A4	Human	P08684	substrate
DB06203	Alogliptin	Cytochrome P450 2D6	Human	P10635	substrate
DB06204	Tapentadol	UDP-glucuronosyltransferase 1-9	Human	O60656	substrate
DB06204	Tapentadol	UDP-glucuronosyltransferase 2B7	Human	P16662	substrate
DB06204	Tapentadol	Cytochrome P450 2D6	Human	P10635	substrate
DB06204	Tapentadol	Cytochrome P450 2C9	Human	P11712	substrate
DB06204	Tapentadol	Cytochrome P450 2C19	Human	P33261	substrate
DB06207	Silodosin	Cytochrome P450 3A4	Human	P08684	substrate
DB06207	Silodosin	UDP-glucuronosyltransferase 2B7	Human	P16662	substrate
DB06209	Prasugrel	Cholinesterase	None	None	None
DB06209	Prasugrel	Cytochrome P450 3A4	None	None	None
DB06209	Prasugrel	Cytochrome P450 2B6	None	None	None
DB06209	Prasugrel	Cytochrome P450 2C9	None	None	None
DB06209	Prasugrel	Cytochrome P450 2C19	None	None	None
DB06209	Prasugrel	Cytochrome P450 2D6	None	None	None
DB06209	Prasugrel	Cocaine esterase	Human	O00748	substrate
DB06209	Prasugrel	Cytochrome P450 3A4	Human	P08684	substrate
DB06209	Prasugrel	Cytochrome P450 2B6	Human	P20813	substrate
DB06209	Prasugrel	Cytochrome P450 2C9	Human	P11712	substrate
DB06209	Prasugrel	Cytochrome P450 2C19	Human	P33261	substrate
DB06210	Eltrombopag	Cytochrome P450 2C8	Human	P10632	substrate
DB06210	Eltrombopag	Cytochrome P450 1A2	Human	P05177	substrate
DB06210	Eltrombopag	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB06210	Eltrombopag	UDP-glucuronosyltransferase 1-3	Human	P35503	substrate
DB06211	Doripenem	Dipeptidase 1	None	None	None
DB06211	Doripenem	Dipeptidase 1	Human	P16444	substrate
DB06212	Tolvaptan	Cytochrome P450 3A4	Human	P08684	substrate
DB06216	Asenapine	Cytochrome P450 1A2	Human	P05177	substrate
DB06216	Asenapine	Cytochrome P450 2D6	Human	P10635	inhibitor
DB06216	Asenapine	UDP-glucuronosyltransferase 1-4	Human	P22310	substrate
DB06216	Asenapine	Cytochrome P450 3A4	Human	P08684	substrate
DB06217	Vernakalant	Cytochrome P450 2D6	None	None	None
DB06217	Vernakalant	Cytochrome P450 2D6	Human	P10635	substrate
DB06228	Rivaroxaban	Cytochrome P450 3A4	Human	P08684	substrate
DB06228	Rivaroxaban	Cytochrome P450 2J2	Human	P51589	substrate
DB06228	Rivaroxaban	Cytochrome P450 3A5	Human	P20815	substrate
DB06230	Nalmefene	UDP-glucuronosyltransferase 2B7	None	None	None
DB06230	Nalmefene	UDP-glucuronosyltransferase 1-3	None	None	None
DB06230	Nalmefene	UDP-glucuronosyltransferase 1-8	None	None	None
DB06230	Nalmefene	Cytochrome P450 3A4	None	None	None
DB06230	Nalmefene	Cytochrome P450 3A5	None	None	None
DB06230	Nalmefene	UDP-glucuronosyltransferase 2B7	Human	P16662	substrate
DB06230	Nalmefene	UDP-glucuronosyltransferase 1-3	Human	P35503	substrate
DB06230	Nalmefene	UDP-glucuronosyltransferase 1-8	Human	Q9HAW9	substrate
DB06237	Avanafil	Cytochrome P450 3A4	Human	P08684	substrate
DB06262	Droxidopa	Aromatic-L-amino-acid decarboxylase	Human	P20711	substrate
DB06263	Amrubicin	NADPH--cytochrome P450 reductase	Human	P16435	substrate
DB06263	Amrubicin	Carbonyl reductase [NADPH] 1	Human	P16152	None
DB06264	Tolperisone	Cytochrome P450 1A2	Human	P05177	substrate
DB06267	Udenafil	Cytochrome P450 3A4	None	None	None
DB06267	Udenafil	Cytochrome P450 3A5	None	None	None
DB06267	Udenafil	Cytochrome P450 3A4	Human	P08684	substrate
DB06267	Udenafil	Cytochrome P450 3A5	Human	P20815	substrate
DB06268	Sitaxentan	Cytochrome P450 2C9	Human	P11712	substrate
DB06268	Sitaxentan	Cytochrome P450 3A4	Human	P08684	inhibitor
DB06268	Sitaxentan	Cytochrome P450 2C19	Human	P33261	inhibitor
DB06282	Levocetirizine	Cytochrome P450 3A4	Human	P08684	substrate
DB06287	Temsirolimus	Cytochrome P450 3A4	Human	P08684	substrate
DB06287	Temsirolimus	Cytochrome P450 3A5	Human	P20815	substrate
DB06287	Temsirolimus	Cytochrome P450 3A7	Human	P24462	substrate
DB06287	Temsirolimus	Cytochrome P450 2D6	Human	P10635	inhibitor
DB06290	Simeprevir	CYP3A	Human	P24462	substrate
DB06290	Simeprevir	Cytochrome P450 1A2	Human	P05177	inhibitor
DB06290	Simeprevir	Cytochrome P450 3A4	Human	P08684	substrate
DB06292	Dapagliflozin	UDP-glucuronosyltransferase 1-9	None	None	None
DB06292	Dapagliflozin	Cytochrome P450 1A1	Human	P04798	substrate
DB06292	Dapagliflozin	Cytochrome P450 1A2	Human	P05177	substrate
DB06292	Dapagliflozin	Cytochrome P450 2A6	Human	P11509	substrate
DB06292	Dapagliflozin	Cytochrome P450 2C9	Human	P11712	substrate
DB06292	Dapagliflozin	Cytochrome P450 2D6	Human	P10635	substrate
DB06292	Dapagliflozin	Cytochrome P450 3A4	Human	P08684	substrate
DB06292	Dapagliflozin	UDP-glucuronosyltransferase 1-9	Human	O60656	substrate
DB06292	Dapagliflozin	UDP-glucuronosyltransferase 2B4	Human	P06133	substrate
DB06292	Dapagliflozin	UDP-glucuronosyltransferase 2B7	Human	P16662	substrate
DB06335	Saxagliptin	Cytochrome P450 3A4	None	None	None
DB06335	Saxagliptin	Cytochrome P450 3A5	None	None	None
DB06335	Saxagliptin	Cytochrome P450 3A4	Human	P08684	substrate
DB06335	Saxagliptin	Cytochrome P450 3A5	Human	P20815	substrate
DB06401	Bazedoxifene	UDP-glucuronosyltransferase 1A1	None	None	None
DB06401	Bazedoxifene	UDP-glucuronosyltransferase 1A1	None	None	None
DB06401	Bazedoxifene	UDP-glucuronosyltransferase 1A1	Human	None	substrate
DB06403	Ambrisentan	UDP-glucuronosyltransferase 2B7	None	None	None
DB06403	Ambrisentan	UDP-glucuronosyltransferase 1-9	None	None	None
DB06403	Ambrisentan	UDP-glucuronosyltransferase 1-3	None	None	None
DB06403	Ambrisentan	Cytochrome P450 3A4	None	None	None
DB06403	Ambrisentan	Cytochrome P450 2C19	None	None	None
DB06403	Ambrisentan	Cytochrome P450 3A5	None	None	None
DB06403	Ambrisentan	Cytochrome P450 3A4	Human	P08684	substrate
DB06403	Ambrisentan	Cytochrome P450 2C19	Human	P33261	substrate
DB06403	Ambrisentan	UDP-glucuronosyltransferase 1-9	Human	O60656	substrate
DB06403	Ambrisentan	UDP-glucuronosyltransferase 2B7	Human	P16662	substrate
DB06403	Ambrisentan	UDP-glucuronosyltransferase 1-3	Human	P35503	substrate
DB06403	Ambrisentan	Cytochrome P450 3A5	Human	P20815	substrate
DB06410	Doxercalciferol	Sterol 26-hydroxylase, mitochondrial	Human	Q02318	substrate
DB06412	Oxymetholone	Amine oxidase [flavin-containing] A	Human	P21397	inducer
DB06412	Oxymetholone	Cytochrome P450 2D6	Human	P10635	inhibitor
DB06412	Oxymetholone	Cytochrome P450 1A2	Human	P05177	inhibitor
DB06412	Oxymetholone	Cytochrome P450 2C19	Human	P33261	inhibitor
DB06412	Oxymetholone	3-oxo-5-alpha-steroid 4-dehydrogenase 1	Human	P18405	substrate
DB06412	Oxymetholone	Cytochrome P450 3A4	Human	P08684	inhibitor
DB06412	Oxymetholone	Cytochrome P450 3A5	Human	P20815	inhibitor
DB06412	Oxymetholone	Cytochrome P450 3A7	Human	P24462	inhibitor
DB06412	Oxymetholone	Cytochrome P450 3A43	Human	Q9HB55	inhibitor
DB06413	Armodafinil	Cytochrome P450 2C19	Human	P33261	inhibitor
DB06413	Armodafinil	Cytochrome P450 3A4	Human	P08684	inducer
DB06413	Armodafinil	Cytochrome P450 3A5	Human	P20815	inducer
DB06413	Armodafinil	Cytochrome P450 1A2	Human	P05177	inducer
DB06413	Armodafinil	Cytochrome P450 2B6	Human	P20813	inducer
DB06413	Armodafinil	Cytochrome P450 2C9	Human	P11712	inhibitor
DB06414	Etravirine	Cytochrome P450 3A4	Human	P08684	substrate
DB06414	Etravirine	Cytochrome P450 2C9	Human	P11712	substrate
DB06414	Etravirine	Cytochrome P450 2C19	Human	P33261	substrate
DB06589	Pazopanib	Cytochrome P450 3A4	Human	P08684	substrate
DB06589	Pazopanib	Cytochrome P450 2D6	Human	P10635	substrate
DB06589	Pazopanib	Cytochrome P450 2C8	Human	P10632	substrate
DB06589	Pazopanib	Cytochrome P450 1A2	Human	P05177	substrate
DB06594	Agomelatine	Cytochrome P450 1A2	Human	P05177	inhibitor
DB06594	Agomelatine	Cytochrome P450 2C9	Human	P11712	inhibitor
DB06595	Midostaurin	Cytochrome P450 3A4	None	None	None
DB06595	Midostaurin	Cytochrome P450 3A4	None	None	None
DB06595	Midostaurin	Cytochrome p450 3A subfamily	Human	None	substrate
DB06595	Midostaurin	Cytochrome P450 1A2	Human	P05177	inhibitor
DB06595	Midostaurin	Cytochrome P450 2B6	Human	P20813	inducer
DB06595	Midostaurin	Cytochrome P450 2C8	Human	P10632	inhibitor
DB06595	Midostaurin	Cytochrome P450 2C9	Human	P11712	inhibitor
DB06595	Midostaurin	Cytochrome P450 2C19	Human	P33261	inhibitor
DB06595	Midostaurin	Cytochrome P450 2D6	Human	P10635	inhibitor
DB06595	Midostaurin	Cytochrome P450 2E1	Human	P05181	inhibitor
DB06595	Midostaurin	Cytochrome P450 3A4	Human	P08684	substrate
DB06595	Midostaurin	Cytochrome P450 3A5	Human	P20815	inducer
DB06595	Midostaurin	Cytochrome P450 3A7	Human	P24462	inducer
DB06595	Midostaurin	Cytochrome P450 3A43	Human	Q9HB55	inducer
DB06603	Panobinostat	Cytochrome P450 2D6	Human	P10635	inhibitor
DB06603	Panobinostat	Cytochrome P450 3A4	Human	P08684	substrate
DB06605	Apixaban	Cytochrome P450 3A4	Human	P08684	substrate
DB06605	Apixaban	Cytochrome P450 1A2	Human	P05177	substrate
DB06605	Apixaban	Cytochrome P450 2C8	Human	P10632	substrate
DB06605	Apixaban	Cytochrome P450 2C9	Human	P11712	substrate
DB06605	Apixaban	Cytochrome P450 2C19	Human	P33261	substrate
DB06605	Apixaban	Cytochrome P450 2J2	Human	P51589	substrate
DB06605	Apixaban	Cytochrome P450 3A5	Human	P20815	substrate
DB06616	Bosutinib	Cytochrome P450 3A4	Human	P08684	substrate
DB06626	Axitinib	Cytochrome P450 3A4	Human	P08684	substrate
DB06626	Axitinib	Cytochrome P450 3A5	Human	P20815	substrate
DB06626	Axitinib	Cytochrome P450 1A2	Human	P05177	substrate
DB06626	Axitinib	Cytochrome P450 2C19	Human	P33261	substrate
DB06626	Axitinib	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB06636	Isavuconazonium	Cytochrome P450 3A4	Human	P08684	substrate
DB06637	Dalfampridine	Cytochrome P450 2E1	Human	P05181	substrate
DB06654	Safinamide	Amine oxidase [flavin-containing] A	Human	P21397	inhibitor
DB06654	Safinamide	Cytochrome P450 3A4	Human	P08684	substrate
DB06655	Liraglutide	Dipeptidyl peptidase 4	Human	P27487	substrate
DB06655	Liraglutide	Neprilysin	Human	P08473	substrate
DB06684	Vilazodone	Cytochrome P450 3A4	Human	P08684	substrate
DB06684	Vilazodone	Cytochrome P450 2C18	Human	P33260	substrate
DB06684	Vilazodone	Cytochrome P450 2D6	Human	P10635	substrate
DB06689	Ethanolamine Oleate	Cytochrome P450 2E1	Human	P05181	substrate
DB06691	Mepyramine	Cytochrome P450 2D6	Human	P10635	inhibitor
DB06695	Dabigatran etexilate	Liver carboxylesterase 1	Human	P23141	substrate
DB06695	Dabigatran etexilate	Cocaine esterase	Human	O00748	substrate
DB06695	Dabigatran etexilate	UDP-glucuronosyltransferase 1-9	Human	O60656	substrate
DB06695	Dabigatran etexilate	UDP-glucuronosyltransferase 2B7	Human	P16662	None
DB06695	Dabigatran etexilate	UDP-glucuronosyltransferase 2B15	Human	P54855	substrate
DB06695	Dabigatran etexilate	Ribosyldihydronicotinamide dehydrogenase [quinone]	Human	P16083	inhibitor
DB06697	Artemether	Cytochrome P450 3A4	None	None	None
DB06697	Artemether	Cytochrome P450 3A5	None	None	None
DB06697	Artemether	Cytochrome P450 3A4	Human	P08684	substrate
DB06697	Artemether	Cytochrome P450 3A5	Human	P20815	substrate
DB06697	Artemether	Cytochrome P450 2B6	Human	P20813	substrate
DB06697	Artemether	Cytochrome P450 2C9	Human	P11712	substrate
DB06697	Artemether	Cytochrome P450 2C19	Human	P33261	substrate
DB06697	Artemether	Cytochrome P450 2D6	Human	P10635	substrate
DB06700	Desvenlafaxine	Cytochrome P450 3A4	None	None	None
DB06700	Desvenlafaxine	Cytochrome P450 3A4	Human	P08684	substrate
DB06701	Dexmethylphenidate	Cytochrome P450 2D6	Human	P10635	substrate
DB06702	Fesoterodine	Cytochrome P450 3A4	Human	P08684	substrate
DB06702	Fesoterodine	Cytochrome P450 2D6	Human	P10635	substrate
DB06708	Lumefantrine	Cytochrome P450 3A4	None	None	None
DB06708	Lumefantrine	Cytochrome P450 3A4	Human	P08684	substrate
DB06708	Lumefantrine	Cytochrome P450 2D6	Human	P10635	inhibitor
DB06710	Methyltestosterone	Cytochrome P450 19A1	Human	P11511	inducer
DB06710	Methyltestosterone	Cytochrome P450 2B6	Human	P20813	substrate
DB06710	Methyltestosterone	Cytochrome P450 3A4	Human	P08684	substrate
DB06712	Nilvadipine	Cytochrome P450 3A4	Human	P08684	substrate
DB06712	Nilvadipine	Cytochrome P450 1A2	Human	P05177	inhibitor
DB06712	Nilvadipine	Cytochrome P450 2A6	Human	P11509	inhibitor
DB06712	Nilvadipine	Cytochrome P450 2C19	Human	P33261	inhibitor
DB06712	Nilvadipine	Cytochrome P450 2C8	Human	P10632	inhibitor
DB06712	Nilvadipine	Cytochrome P450 2C9	Human	P11712	inhibitor
DB06712	Nilvadipine	Cytochrome P450 2E1	Human	P05181	substrate
DB06713	Norelgestromin	Steryl-sulfatase	Human	P08842	inhibitor
DB06716	Fospropofol	Alkaline phosphatase, tissue-nonspecific isozyme	Human	P05186	substrate
DB06717	Fosaprepitant	Cytochrome P450 3A4	Human	P08684	inhibitor
DB06719	Buserelin	Cytochrome P450 19A1	Human	P11511	inducer
DB06725	Lornoxicam	Cytochrome P450 2C9	None	None	None
DB06725	Lornoxicam	Cytochrome P450 2C9	Human	P11712	substrate
DB06729	Sulfaphenazole	Cytochrome P450 2C9	Human	P11712	inhibitor
DB06729	Sulfaphenazole	Cytochrome P450 2A6	Human	P11509	inhibitor
DB06729	Sulfaphenazole	Cytochrome P450 2B6	Human	P20813	inhibitor
DB06729	Sulfaphenazole	Cytochrome P450 2C8	Human	P10632	inhibitor
DB06729	Sulfaphenazole	Cytochrome P450 2D6	Human	P10635	inhibitor
DB06730	Gestodene	Cytochrome P450 3A5	Human	P20815	inhibitor
DB06730	Gestodene	Cytochrome P450 3A7	Human	P24462	inhibitor
DB06736	Aceclofenac	Cytochrome P450 2C9	None	None	None
DB06736	Aceclofenac	Cytochrome P450 2C9	None	None	None
DB06736	Aceclofenac	Cytochrome P450 2C9	None	None	None
DB06736	Aceclofenac	Prostaglandin G/H synthase 1	None	None	None
DB06736	Aceclofenac	Cytochrome P450 2C9	Human	P11712	substrate
DB06737	Zaltoprofen	Cytochrome P450 2C9	None	None	None
DB06737	Zaltoprofen	Cytochrome P450 2C9	None	None	None
DB06737	Zaltoprofen	UDP-glucuronosyltransferase 2B7	None	None	None
DB06737	Zaltoprofen	Cytochrome P450 2C9	None	None	None
DB06737	Zaltoprofen	Prostaglandin G/H synthase 1	None	None	None
DB06737	Zaltoprofen	UDP-glucuronosyltransferase 2B7	Human	P16662	substrate
DB06737	Zaltoprofen	Cytochrome P450 2C9	Human	P11712	substrate
DB06737	Zaltoprofen	Prostaglandin G/H synthase 1	Human	P23219	substrate
DB06738	Ketobemidone	Prostaglandin G/H synthase 1	None	None	None
DB06738	Ketobemidone	Prostaglandin G/H synthase 1	None	None	None
DB06738	Ketobemidone	Cytochrome P450 2C9	None	None	None
DB06738	Ketobemidone	Cytochrome P450 3A4	None	None	None
DB06738	Ketobemidone	Prostaglandin G/H synthase 1	None	None	None
DB06738	Ketobemidone	Prostaglandin G/H synthase 1	Human	P23219	substrate
DB06738	Ketobemidone	Cytochrome P450 2C9	Human	P11712	substrate
DB06738	Ketobemidone	Cytochrome P450 3A4	Human	P08684	substrate
DB06738	Ketobemidone	UDP-glucuronosyltransferase 1-9	Human	O60656	substrate
DB06738	Ketobemidone	Cytochrome P450 2B6	Human	P20813	substrate
DB06738	Ketobemidone	Cytochrome P450 2C19	Human	P33261	substrate
DB06738	Ketobemidone	Cytochrome P450 2C8	Human	P10632	substrate
DB06739	Seratrodast	Cytochrome P450 2C19	None	None	None
DB06739	Seratrodast	Cytochrome P450 2C9	None	None	None
DB06739	Seratrodast	Cytochrome P450 2C8	None	None	None
DB06739	Seratrodast	Cytochrome P450 3A4	None	None	None
DB06739	Seratrodast	Cytochrome P450 2B6	None	None	None
DB06739	Seratrodast	Cytochrome P450 2C19	None	None	None
DB06739	Seratrodast	Cytochrome P450 2C9	None	None	None
DB06739	Seratrodast	Cytochrome P450 2C8	None	None	None
DB06739	Seratrodast	Cytochrome P450 2C9	None	None	None
DB06739	Seratrodast	Cytochrome P450 3A4	None	None	None
DB06739	Seratrodast	Cytochrome P450 2C8	None	None	None
DB06739	Seratrodast	Cytochrome P450 2C19	None	None	None
DB06739	Seratrodast	Cytochrome P450 2B6	None	None	None
DB06739	Seratrodast	Cytochrome P450 2C8	None	None	None
DB06739	Seratrodast	Cytochrome P450 2C19	None	None	None
DB06739	Seratrodast	Cytochrome P450 2C9	None	None	None
DB06739	Seratrodast	UDP-glucuronosyltransferase 1-9	None	None	None
DB06739	Seratrodast	Prostaglandin G/H synthase 1	None	None	None
DB06739	Seratrodast	Cytochrome P450 2C9	Human	P11712	substrate
DB06739	Seratrodast	Cytochrome P450 3A4	Human	P08684	substrate
DB06739	Seratrodast	Cytochrome P450 2C8	Human	P10632	substrate
DB06739	Seratrodast	Cytochrome P450 2C19	Human	P33261	substrate
DB06739	Seratrodast	Cytochrome P450 2B6	Human	P20813	substrate
DB06739	Seratrodast	UDP-glucuronosyltransferase 1-9	Human	O60656	substrate
DB06739	Seratrodast	Prostaglandin G/H synthase 1	Human	P23219	substrate
DB06739	Seratrodast	Cytochrome P450 2A6	Human	P11509	inhibitor
DB06742	Ambroxol	Cytochrome P450 3A4	Human	P08684	substrate
DB06755	Beta carotene	Beta,beta-carotene 15,15'-dioxygenase	None	None	None
DB06755	Beta carotene	Beta,beta-carotene 15,15'-dioxygenase	Human	Q9HAY6	substrate
DB06756	Glycine betaine	Cholinesterase	Human	P06276	inhibitor
DB06756	Glycine betaine	Proline dehydrogenase 1, mitochondrial	Human	O43272	inhibitor
DB06757	Manganese	Cytoplasmic aconitate hydratase	Human	P21399	other
DB06762	Pinacidil	Cytochrome P450 3A4	Human	P08684	substrate
DB06769	Bendamustine	Cytochrome P450 1A2	None	None	None
DB06769	Bendamustine	Cytochrome P450 1A2	None	None	None
DB06769	Bendamustine	Cytochrome P450 1A2	Human	P05177	substrate
DB06770	Benzyl alcohol	Cytochrome P450 2C8	Human	P10632	substrate
DB06770	Benzyl alcohol	Cytochrome P450 1A1	Human	P04798	None
DB06770	Benzyl alcohol	Aldehyde dehydrogenase, mitochondrial	Human	P05091	substrate
DB06770	Benzyl alcohol	Cytochrome P450 2B6	Human	P20813	substrate
DB06770	Benzyl alcohol	Cytochrome P450 1A2	Human	P05177	substrate
DB06770	Benzyl alcohol	Cytochrome P450 2E1	Human	P05181	substrate
DB06770	Benzyl alcohol	Cytochrome P450 2D6	Human	P10635	substrate
DB06770	Benzyl alcohol	Cytochrome P450 3A4	Human	P08684	substrate
DB06772	Cabazitaxel	Cytochrome P450 3A4	Human	P08684	substrate
DB06772	Cabazitaxel	Cytochrome P450 3A5	Human	P20815	substrate
DB06772	Cabazitaxel	Cytochrome P450 2C8	Human	P10632	substrate
DB06773	Human calcitonin	Alpha-N-acetylglucosaminidase	Human	P54802	substrate
DB06773	Human calcitonin	Aminopeptidase N	Human	P15144	substrate
DB06773	Human calcitonin	Phosphoglucomutase-1	Human	P36871	substrate
DB06774	Capsaicin	Cytochrome P450 3A4	Human	P08684	inhibitor
DB06774	Capsaicin	Prostaglandin G/H synthase 2	Human	P35354	inhibitor
DB06774	Capsaicin	Myeloperoxidase	Human	P05164	inhibitor
DB06774	Capsaicin	Cytochrome P450 1A2	Human	P05177	inducer
DB06774	Capsaicin	Cytochrome P450 2E1	Human	P05181	substrate
DB06774	Capsaicin	Amine oxidase [flavin-containing] A	Human	P21397	inhibitor
DB06774	Capsaicin	Dopamine beta-hydroxylase	Human	P09172	inhibitor
DB06774	Capsaicin	Glutamine synthetase	Human	P15104	inducer
DB06774	Capsaicin	Cholinesterase	Human	P06276	inhibitor
DB06777	Chenodeoxycholic acid	Sterol 26-hydroxylase, mitochondrial	Human	Q02318	substrate
DB06777	Chenodeoxycholic acid	Cytochrome P450 3A4	Human	P08684	substrate
DB06777	Chenodeoxycholic acid	UDP-glucuronosyltransferase 2B7	Human	P16662	inhibitor
DB06778	Cupric sulfate	Phenylalanine-4-hydroxylase	Human	P00439	inducer
DB06778	Cupric sulfate	Superoxide dismutase [Cu-Zn]	Human	P00441	None
DB06778	Cupric sulfate	Monoamine oxidase	Human	P27338	None
DB06778	Cupric sulfate	Protein-lysine 6-oxidase	Homo sapiens	P28300	inducer
DB06778	Cupric sulfate	Cytochrome c oxidase subunit 1	Human	P00395	inducer
DB06778	Cupric sulfate	Tyrosinase	Human	P14679	None
DB06779	Dalteparin	Heparanase	Human	Q9Y251	substrate
DB06789	Hydroxyprogesterone caproate	Cytochrome P450 3A4	Human	P08684	substrate
DB06789	Hydroxyprogesterone caproate	Cytochrome P450 3A5	Human	P20815	substrate
DB06789	Hydroxyprogesterone caproate	Cytochrome P450 2C19	Human	P33261	inducer
DB06796	Mangafodipir	Superoxide dismutase [Mn], mitochondrial	Human	P04179	activator
DB06800	Methylnaltrexone	Cytochrome P450 2D6	Human	P10635	inhibitor
DB06803	Niclosamide	Cytochrome P450 2C9	Human	P11712	substrate
DB06803	Niclosamide	Cytochrome P450 1A2	Human	P05177	inhibitor
DB06804	Nonoxynol-9	Prostaglandin G/H synthase 2	Human	P35354	inducer
DB06813	Pralatrexate	Folylpolyglutamate synthase, mitochondrial	Human	Q05932	substrate
DB06817	Raltegravir	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB06819	Phenylbutyric acid	Cytochrome P450 1A2	Human	P05177	inhibitor
DB06819	Phenylbutyric acid	Cytochrome P450 2D6	Human	P10635	inhibitor
DB06820	Sulconazole	Cytochrome P450 1A2	Human	P05177	inhibitor
DB06820	Sulconazole	Cytochrome P450 2C9	Human	P11712	inhibitor
DB06820	Sulconazole	Cytochrome P450 2D6	Human	P10635	inhibitor
DB06822	Tinzaparin	A disintegrin and metalloproteinase with thrombospondin motifs 4	Human	O75173	inhibitor
DB06823	Tiopronin	Myeloperoxidase	Human	P05164	inhibitor
DB06824	Triethylenetetramine	Diamine acetyltransferase 1	None	None	None
DB06824	Triethylenetetramine	Diamine acetyltransferase 1	None	None	None
DB08439	Parecoxib	Cytochrome P450 3A4	Human	P08684	substrate
DB08439	Parecoxib	Cytochrome P450 2C9	Human	P11712	substrate
DB08798	Sulfamoxole	Cytochrome P450 2C9	Human	P11712	substrate
DB08804	Nandrolone decanoate	Cytochrome P450 19A1	Human	P11511	inducer
DB08804	Nandrolone decanoate	Amine oxidase [flavin-containing] B	Human	P27338	inhibitor
DB08804	Nandrolone decanoate	Amine oxidase [flavin-containing] A	Human	P21397	inhibitor
DB08811	Tofisopam	Cytochrome P450 3A4	Human	P08684	inhibitor
DB08815	Lurasidone	Cytochrome P450 3A4	Human	P08684	substrate
DB08816	Ticagrelor	Cytochrome P450 3A4	Human	P08684	substrate
